"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,980,20,0
1,,978,22,0
2,,967,33,0
3,,940,60,0
4,,932,68,0
5,,901,99,0
6,,894,106,0
7,,876,124,0
8,,858,120,22
9,,847,120,33
10,,840,100,60
11,,829,103,68
12,,820,81,99
13,,798,96,106
14,,792,84,124
15,,787,71,142
16,,779,68,153
17,,758,82,160
18,,749,80,171
19,,742,78,180
20,,728,70,202
21,,725,67,208
22,,740,69,191
23,,736,76,188
24,,759,59,182
25,,759,58,183
26,,781,60,159
27,,781,53,166
28,,789,60,151
29,,795,65,140
30,,801,55,144
31,,795,64,141
32,,797,65,138
33,,783,79,138
34,,795,82,123
35,,784,89,127
36,,774,92,134
37,,763,106,131
38,,759,118,123
39,,765,112,123
40,,770,91,139
41,,767,98,135
42,,763,88,149
43,,767,76,157
44,,780,59,161
45,,773,45,182
46,,768,55,177
47,,772,58,170
48,,765,55,180
49,,766,57,177
50,,778,54,168
51,,783,52,165
52,,796,41,163
53,,802,31,167
54,,825,26,149
55,,827,20,153
56,,841,14,145
57,,856,14,130
58,,875,14,111
59,,900,14,86
60,,899,15,86
61,,901,15,84
62,,918,7,75
63,,925,4,71
64,,928,4,68
65,,927,7,66
66,,938,7,55
67,,949,5,46
68,,954,5,41
69,,968,5,27
70,,977,5,18
71,,977,5,18
72,,977,2,21
73,,977,2,21
74,,980,0,20
75,,980,0,20
76,,988,0,12
77,,991,0,9
78,,991,0,9
79,,991,0,9
80,,991,0,9
81,,995,0,5
82,,995,0,5
83,,995,0,5
84,,995,0,5
85,,995,0,5
86,,998,0,2
87,,998,0,2
88,,1000,0,0
