"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,980,20,0
1,,971,29,0
2,,962,38,0
3,,956,44,0
4,,954,46,0
5,,949,51,0
6,,931,69,0
7,,912,88,0
8,,900,71,29
9,,894,68,38
10,,877,79,44
11,,868,86,46
12,,851,98,51
13,,839,92,69
14,,814,98,88
15,,808,92,100
16,,806,88,106
17,,796,81,123
18,,784,84,132
19,,777,74,149
20,,769,70,161
21,,765,49,186
22,,790,47,163
23,,785,59,156
24,,779,61,160
25,,761,69,170
26,,764,64,172
27,,778,60,162
28,,783,70,147
29,,792,69,139
30,,779,74,147
31,,791,67,142
32,,786,61,153
33,,799,63,138
34,,808,62,130
35,,822,59,119
36,,823,61,116
37,,809,58,133
38,,805,67,128
39,,811,59,130
40,,811,62,127
41,,810,68,122
42,,809,62,129
43,,809,61,130
44,,823,45,132
45,,835,31,134
46,,855,25,120
47,,856,19,125
48,,860,10,130
49,,874,5,121
50,,877,1,122
51,,896,1,103
52,,901,1,98
53,,915,1,84
54,,919,0,81
55,,922,0,78
56,,933,0,67
57,,938,0,62
58,,954,0,46
59,,968,0,32
60,,974,0,26
61,,981,0,19
62,,990,0,10
63,,995,0,5
64,,999,0,1
65,,999,0,1
66,,999,0,1
67,,999,0,1
68,,1000,0,0
