"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,980,20,0
1,,977,23,0
2,,977,23,0
3,,968,32,0
4,,960,40,0
5,,953,47,0
6,,942,58,0
7,,936,64,0
8,,923,54,23
9,,914,63,23
10,,914,54,32
11,,914,46,40
12,,902,51,47
13,,902,40,58
14,,893,43,64
15,,890,33,77
16,,890,24,86
17,,888,26,86
18,,888,26,86
19,,885,17,98
20,,885,17,98
21,,883,10,107
22,,906,7,87
23,,903,10,87
24,,912,8,80
25,,917,11,72
26,,916,16,68
27,,919,24,57
28,,925,22,53
29,,934,26,40
30,,943,23,34
31,,943,23,34
32,,941,22,37
33,,942,25,33
34,,939,20,41
35,,942,26,32
36,,922,45,33
37,,920,47,33
38,,919,50,31
39,,911,56,33
40,,890,69,41
41,,884,72,44
42,,861,91,48
43,,836,93,71
44,,837,93,70
45,,832,95,73
46,,825,97,78
47,,825,81,94
48,,830,78,92
49,,825,58,117
50,,817,45,138
51,,813,47,140
52,,804,51,145
53,,803,44,153
54,,799,51,150
55,,790,60,150
56,,789,62,149
57,,809,53,138
58,,802,58,140
59,,789,65,146
60,,793,66,141
61,,804,64,132
62,,792,70,138
63,,801,79,120
64,,808,94,98
65,,789,106,105
66,,774,110,116
67,,764,126,110
68,,755,130,115
69,,735,135,130
70,,734,125,141
71,,731,122,147
72,,719,117,164
73,,715,110,175
74,,709,99,192
75,,703,103,194
76,,700,95,205
77,,701,95,204
78,,689,95,216
79,,687,90,223
80,,683,97,220
81,,687,88,225
82,,696,71,233
83,,711,59,230
84,,723,57,220
85,,733,50,217
86,,743,50,207
87,,740,53,207
88,,749,64,187
89,,761,65,174
90,,779,67,154
91,,785,63,152
92,,789,66,145
93,,801,59,140
94,,802,48,150
95,,811,37,152
96,,832,32,136
97,,847,27,126
98,,853,27,120
99,,868,16,116
100,,875,16,109
101,,895,4,101
102,,895,4,101
103,,899,4,97
104,,900,6,94
105,,901,9,90
106,,909,9,82
107,,917,8,75
108,,940,8,52
109,,951,8,41
110,,956,8,36
111,,961,6,33
112,,961,3,36
113,,970,5,25
114,,974,2,24
115,,986,2,12
116,,986,2,12
117,,986,2,12
118,,986,2,12
119,,986,2,12
120,,986,0,14
121,,990,0,10
122,,990,0,10
123,,990,0,10
124,,990,0,10
125,,992,0,8
126,,995,0,5
127,,995,0,5
128,,998,0,2
129,,998,0,2
130,,998,0,2
131,,998,0,2
132,,998,0,2
133,,998,0,2
134,,1000,0,0
