"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3888,112,0
2,,3780,220,0
3,,3601,399,0
4,,3353,647,0
5,,2865,1135,0
6,,2397,1603,0
7,,1866,2134,0
8,,1319,2569,112
9,,819,2961,220
10,,470,3131,399
11,,251,3102,647
12,,150,2715,1135
13,,88,2309,1603
14,,62,1804,2134
15,,40,1279,2681
16,,35,784,3181
17,,33,437,3530
18,,32,219,3749
19,,30,120,3850
20,,29,59,3912
21,,28,34,3938
22,,140,12,3848
23,,248,7,3745
24,,427,5,3568
25,,675,4,3321
26,,1163,2,2835
27,,1631,1,2368
28,,2162,0,1838
29,,2709,0,1291
30,,3209,0,791
31,,3558,0,442
32,,3777,0,223
33,,3878,0,122
34,,3940,0,60
35,,3966,0,34
36,,3988,0,12
37,,3993,0,7
38,,3995,0,5
39,,3996,0,4
40,,3998,0,2
41,,3999,0,1
42,,4000,0,0
