"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3902,98,0
2,,3893,107,0
3,,3816,184,0
4,,3687,313,0
5,,3499,501,0
6,,3256,744,0
7,,2830,1170,0
8,,2317,1585,98
9,,1799,2094,107
10,,1244,2572,184
11,,716,2971,313
12,,410,3089,501
13,,251,3005,744
14,,157,2673,1170
15,,96,2221,1683
16,,62,1737,2201
17,,44,1200,2756
18,,37,679,3284
19,,31,379,3590
20,,28,223,3749
21,,28,129,3843
22,,125,69,3806
23,,133,36,3831
24,,210,18,3772
25,,338,12,3650
26,,526,6,3468
27,,769,3,3228
28,,1195,3,2802
29,,1708,2,2290
30,,2226,1,1773
31,,2781,1,1218
32,,3309,0,691
33,,3615,0,385
34,,3774,0,226
35,,3868,0,132
36,,3929,0,71
37,,3963,0,37
38,,3981,0,19
39,,3988,0,12
40,,3994,0,6
41,,3997,0,3
42,,3997,0,3
43,,3998,0,2
44,,3999,0,1
45,,3999,0,1
46,,4000,0,0
