"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3862,138,0
2,,3761,239,0
3,,3575,425,0
4,,3240,760,0
5,,2721,1279,0
6,,2102,1898,0
7,,1596,2404,0
8,,1015,2847,138
9,,561,3200,239
10,,335,3240,425
11,,191,3049,760
12,,107,2614,1279
13,,73,2029,1898
14,,57,1539,2404
15,,42,973,2985
16,,34,527,3439
17,,34,301,3665
18,,34,157,3809
19,,32,75,3893
20,,31,42,3927
21,,31,26,3943
22,,169,11,3820
23,,270,3,3727
24,,456,3,3541
25,,790,4,3206
26,,1309,2,2689
27,,1928,1,2071
28,,2434,1,1565
29,,3015,1,984
30,,3469,1,530
31,,3695,1,304
32,,3839,0,161
33,,3923,0,77
34,,3957,0,43
35,,3973,0,27
36,,3988,0,12
37,,3996,0,4
38,,3996,0,4
39,,3996,0,4
40,,3998,0,2
41,,3999,0,1
42,,3999,0,1
43,,3999,0,1
44,,3999,0,1
45,,3999,0,1
46,,4000,0,0
