"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3888,112,0
2,,3832,168,0
3,,3688,312,0
4,,3503,497,0
5,,3128,872,0
6,,2662,1338,0
7,,2125,1875,0
8,,1474,2414,112
9,,950,2882,168
10,,572,3116,312
11,,276,3227,497
12,,164,2964,872
13,,107,2555,1338
14,,69,2056,1875
15,,40,1434,2526
16,,27,923,3050
17,,20,552,3428
18,,18,258,3724
19,,17,147,3836
20,,17,90,3893
21,,15,54,3931
22,,127,25,3848
23,,183,12,3805
24,,327,5,3668
25,,512,3,3485
26,,887,2,3111
27,,1353,2,2645
28,,1890,0,2110
29,,2541,0,1459
30,,3065,0,935
31,,3443,0,557
32,,3739,0,261
33,,3851,0,149
34,,3908,0,92
35,,3946,0,54
36,,3975,0,25
37,,3988,0,12
38,,3995,0,5
39,,3997,0,3
40,,3998,0,2
41,,3998,0,2
42,,4000,0,0
