"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,4900,100,0
1,,4730,270,0
2,,4279,721,0
3,,3207,1793,0
4,,1605,3395,0
5,,439,4561,0
6,,74,4926,0
7,,5,4995,0
8,,1,4729,270
9,,0,4279,721
10,,0,3207,1793
11,,0,1605,3395
12,,0,439,4561
13,,0,74,4926
14,,0,5,4995
15,,0,1,4999
16,,0,0,5000
17,,0,0,5000
18,,0,0,5000
19,,0,0,5000
20,,0,0,5000
21,,0,0,5000
22,,270,0,4730
23,,721,0,4279
24,,1793,0,3207
25,,3395,0,1605
26,,4561,0,439
27,,4926,0,74
28,,4995,0,5
29,,4999,0,1
30,,5000,0,0
