"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,4900,100,0
1,,4835,165,0
2,,4735,265,0
3,,4466,534,0
4,,4085,915,0
5,,3392,1608,0
6,,2469,2531,0
7,,1589,3411,0
8,,912,3923,165
9,,415,4320,265
10,,195,4271,534
11,,83,4002,915
12,,39,3353,1608
13,,24,2445,2531
14,,15,1574,3411
15,,13,899,4088
16,,13,402,4585
17,,12,183,4805
18,,11,72,4917
19,,11,28,4961
20,,11,13,4976
21,,11,4,4985
22,,176,2,4822
23,,276,2,4722
24,,545,1,4454
25,,926,0,4074
26,,1619,0,3381
27,,2542,0,2458
28,,3422,0,1578
29,,4099,0,901
30,,4596,0,404
31,,4816,0,184
32,,4928,0,72
33,,4972,0,28
34,,4987,0,13
35,,4996,0,4
36,,4998,0,2
37,,4998,0,2
38,,4999,0,1
39,,5000,0,0
