"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,490,10,0
1,,484,16,0
2,,484,16,0
3,,480,20,0
4,,480,20,0
5,,479,21,0
6,,477,23,0
7,,474,26,0
8,,471,13,16
9,,471,13,16
10,,471,9,20
11,,464,16,20
12,,463,16,21
13,,462,15,23
14,,461,13,26
15,,460,11,29
16,,460,11,29
17,,460,11,29
18,,458,6,36
19,,458,5,37
20,,453,9,38
21,,448,13,39
22,,464,12,24
23,,464,12,24
24,,467,13,20
25,,465,13,22
26,,466,13,21
27,,468,8,24
28,,469,5,26
29,,471,6,23
30,,471,6,23
31,,471,5,24
32,,478,3,19
33,,479,3,18
34,,480,3,17
35,,481,1,18
36,,482,0,18
37,,482,0,18
38,,482,0,18
39,,484,0,16
40,,484,0,16
41,,489,0,11
42,,494,0,6
43,,494,0,6
44,,494,0,6
45,,495,0,5
46,,497,0,3
47,,497,0,3
48,,497,0,3
49,,499,0,1
50,,500,0,0
