"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,490,10,0
1,,490,10,0
2,,490,10,0
3,,489,11,0
4,,489,11,0
5,,487,13,0
6,,487,13,0
7,,485,15,0
8,,485,5,10
9,,484,6,10
10,,484,5,11
11,,484,5,11
12,,484,3,13
13,,479,8,13
14,,479,6,15
15,,479,6,15
16,,476,8,16
17,,476,8,16
18,,476,8,16
19,,473,11,16
20,,471,8,21
21,,471,8,21
22,,481,8,11
23,,479,7,14
24,,480,7,13
25,,480,7,13
26,,480,6,14
27,,480,4,16
28,,482,4,14
29,,482,4,14
30,,483,2,15
31,,483,2,15
32,,483,2,15
33,,481,2,17
34,,486,2,12
35,,486,2,12
36,,486,2,12
37,,489,2,9
38,,489,2,9
39,,489,2,9
40,,492,0,8
41,,494,0,6
42,,494,0,6
43,,494,0,6
44,,496,0,4
45,,496,0,4
46,,496,0,4
47,,498,0,2
48,,498,0,2
49,,498,0,2
50,,498,0,2
51,,498,0,2
52,,498,0,2
53,,498,0,2
54,,500,0,0
