"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3745,255,0
2,,3413,587,0
3,,2603,1397,0
4,,1488,2512,0
5,,562,3438,0
6,,151,3849,0
7,,52,3948,0
8,,13,3732,255
9,,3,3410,587
10,,1,2602,1397
11,,0,1488,2512
12,,0,562,3438
13,,0,151,3849
14,,0,52,3948
15,,0,13,3987
16,,0,3,3997
17,,0,1,3999
18,,0,0,4000
19,,0,0,4000
20,,0,0,4000
21,,0,0,4000
22,,255,0,3745
23,,587,0,3413
24,,1397,0,2603
25,,2512,0,1488
26,,3438,0,562
27,,3849,0,151
28,,3948,0,52
29,,3987,0,13
30,,3997,0,3
31,,3999,0,1
32,,4000,0,0
