"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3809,191,0
2,,3500,500,0
3,,2733,1267,0
4,,1698,2302,0
5,,826,3174,0
6,,258,3742,0
7,,57,3943,0
8,,11,3798,191
9,,2,3498,500
10,,1,2732,1267
11,,0,1698,2302
12,,0,826,3174
13,,0,258,3742
14,,0,57,3943
15,,0,11,3989
16,,0,2,3998
17,,0,1,3999
18,,0,0,4000
19,,0,0,4000
20,,0,0,4000
21,,0,0,4000
22,,191,0,3809
23,,500,0,3500
24,,1267,0,2733
25,,2302,0,1698
26,,3174,0,826
27,,3742,0,258
28,,3943,0,57
29,,3989,0,11
30,,3998,0,2
31,,3999,0,1
32,,4000,0,0
