"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,2940,60,0
1,,2864,136,0
2,,2698,302,0
3,,2410,590,0
4,,1812,1188,0
5,,1252,1748,0
6,,621,2379,0
7,,240,2760,0
8,,77,2787,136
9,,16,2682,302
10,,5,2405,590
11,,2,1810,1188
12,,1,1251,1748
13,,0,621,2379
14,,0,240,2760
15,,0,77,2923
16,,0,16,2984
17,,0,5,2995
18,,0,2,2998
19,,0,1,2999
20,,0,0,3000
21,,0,0,3000
22,,136,0,2864
23,,302,0,2698
24,,590,0,2410
25,,1188,0,1812
26,,1748,0,1252
27,,2379,0,621
28,,2760,0,240
29,,2923,0,77
30,,2984,0,16
31,,2995,0,5
32,,2998,0,2
33,,2999,0,1
34,,3000,0,0
